stateProvince,lat,long,geoCoordinate,scientificName,vernacularName,countryConservation
Australian Capital Territory,-35.466218,148.904728,"[-35.466218,148.904728]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Tasmania,-42.950802,147.335258,"[-42.950802,147.335258]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Queensland,-27.527198,152.837747,"[-27.527198,152.837747]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Tasmania,-42.779572,147.520963,"[-42.779572,147.520963]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.510353,145.148956,"[-38.510353,145.148956]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
New South Wales,-32.948962,151.68035,"[-32.948962,151.68035]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Western Australia,-35.2,117.9,"[-35.2,117.9]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
Victoria,-38.133425,145.248586,"[-38.133425,145.248586]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
New South Wales,-28.882228,153.442789,"[-28.882228,153.442789]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Tasmania,-42.950802,147.335258,"[-42.950802,147.335258]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Western Australia,-35.1,117.8,"[-35.1,117.8]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
New South Wales,-37.244273,149.902801,"[-37.244273,149.902801]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.126114,145.281753,"[-38.126114,145.281753]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Tasmania,-41.150561,146.05887,"[-41.150561,146.05887]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
New South Wales,-30.223322,152.990037,"[-30.223322,152.990037]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Tasmania,-41.155871,146.112293,"[-41.155871,146.112293]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
South Australia,-35.047143,138.620441,"[-35.047143,138.620441]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.362002,144.751552,"[-38.362002,144.751552]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.818132,145.387863,"[-37.818132,145.387863]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-32.150539,151.039283,"[-32.150539,151.039283]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Tasmania,-42.99955,147.328247,"[-42.99955,147.328247]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Tasmania,-43.012765,147.925102,"[-43.012765,147.925102]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
New South Wales,-28.257757,153.40184,"[-28.257757,153.40184]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Western Australia,-30.1,115.7,"[-30.1,115.7]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
Western Australia,-32.3,115.8,"[-32.3,115.8]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
New South Wales,-33.657678,151.276825,"[-33.657678,151.276825]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.138098,145.252876,"[-38.138098,145.252876]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.568582,149.272838,"[-37.568582,149.272838]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Tasmania,-42.920842,147.285276,"[-42.920842,147.285276]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Western Australia,-32.2,115.8,"[-32.2,115.8]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
Western Australia,-35.2,117.8,"[-35.2,117.8]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
Victoria,-38.339673,144.71595,"[-38.339673,144.71595]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-31.058127,152.797053,"[-31.058127,152.797053]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Queensland,-27.471679,152.842235,"[-27.471679,152.842235]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Queensland,-16.251065,145.318964,"[-16.251065,145.318964]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Victoria,-38.129515,145.267025,"[-38.129515,145.267025]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
New South Wales,-31.59203,151.721222,"[-31.59203,151.721222]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Tasmania,-41.446553,147.120109,"[-41.446553,147.120109]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Tasmania,-43.012372,147.32048,"[-43.012372,147.32048]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Tasmania,-42.860021,147.506759,"[-42.860021,147.506759]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Queensland,-26.792861,153.006028,"[-26.792861,153.006028]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Australian Capital Territory,-35.459458,148.917611,"[-35.459458,148.917611]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
New South Wales,-34.75252,150.474299,"[-34.75252,150.474299]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.319112,144.69439,"[-38.319112,144.69439]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Tasmania,-43.137303,147.853347,"[-43.137303,147.853347]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
New South Wales,-31.877254,151.869207,"[-31.877254,151.869207]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-34.733664,150.520343,"[-34.733664,150.520343]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.133221,145.271164,"[-38.133221,145.271164]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.175062,145.50522,"[-38.175062,145.50522]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Queensland,-27.647927,151.951335,"[-27.647927,151.951335]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Victoria,-38.138533,145.253955,"[-38.138533,145.253955]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Western Australia,-31.9,116,"[-31.9,116]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
Tasmania,-42.874333,147.317537,"[-42.874333,147.317537]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Queensland,-20.659541,148.588252,"[-20.659541,148.588252]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Tasmania,-42.865036,147.329997,"[-42.865036,147.329997]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
South Australia,-35.082942,138.663667,"[-35.082942,138.663667]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.200554,145.570611,"[-38.200554,145.570611]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Western Australia,-35.2,117.9,"[-35.2,117.9]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
New South Wales,-30.228322,152.919905,"[-30.228322,152.919905]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Queensland,-27.697194,152.086611,"[-27.697194,152.086611]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Queensland,-26.573358,152.963364,"[-26.573358,152.963364]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Western Australia,-32,115.9,"[-32,115.9]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
New South Wales,-35.085654,150.651863,"[-35.085654,150.651863]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Queensland,-27.568133,152.221222,"[-27.568133,152.221222]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Tasmania,-42.896868,147.298764,"[-42.896868,147.298764]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Tasmania,-42.148699,145.320669,"[-42.148699,145.320669]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Queensland,-27.569553,151.964539,"[-27.569553,151.964539]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.136543,145.283301,"[-38.136543,145.283301]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Western Australia,-31.9,115.9,"[-31.9,115.9]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
Queensland,-24.724772,152.103066,"[-24.724772,152.103066]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Western Australia,-31.9,116,"[-31.9,116]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
Victoria,-38.213712,145.451693,"[-38.213712,145.451693]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Queensland,-28.17392,152.907111,"[-28.17392,152.907111]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Queensland,-27.70255,152.09256,"[-27.70255,152.09256]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-31.47997,152.915328,"[-31.47997,152.915328]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.197967,145.483383,"[-38.197967,145.483383]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
New South Wales,-37.244273,149.902801,"[-37.244273,149.902801]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Tasmania,-41.167372,146.559744,"[-41.167372,146.559744]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Western Australia,-35.1,117.9,"[-35.1,117.9]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
Victoria,-38.08526,145.510885,"[-38.08526,145.510885]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Queensland,-27.452871,153.100156,"[-27.452871,153.100156]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Victoria,-38.194328,145.476762,"[-38.194328,145.476762]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Queensland,-27.49628,152.24933,"[-27.49628,152.24933]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Queensland,-17.043069,145.538955,"[-17.043069,145.538955]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Western Australia,-35.1,117.9,"[-35.1,117.9]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
South Australia,-34.970789,138.687077,"[-34.970789,138.687077]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Western Australia,-33.7,115.8,"[-33.7,115.8]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
Victoria,-38.345911,144.740357,"[-38.345911,144.740357]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.517181,145.328533,"[-37.517181,145.328533]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Tasmania,-42.865321,147.332665,"[-42.865321,147.332665]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
New South Wales,-28.25781,153.401644,"[-28.25781,153.401644]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Victoria,-38.129368,145.267301,"[-38.129368,145.267301]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.584913,142.826112,"[-38.584913,142.826112]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Australian Capital Territory,-35.463956,148.908405,"[-35.463956,148.908405]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.138086,145.253141,"[-38.138086,145.253141]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Queensland,-27.703972,152.086194,"[-27.703972,152.086194]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Australian Capital Territory,-35.466225,148.90494,"[-35.466225,148.90494]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Queensland,-27.69736,152.08463,"[-27.69736,152.08463]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Queensland,-21.85966,148.574677,"[-21.85966,148.574677]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Victoria,-38.179255,145.449295,"[-38.179255,145.449295]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.580253,149.010972,"[-37.580253,149.010972]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Western Australia,-35,117.9,"[-35,117.9]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
Tasmania,-42.579925,147.908336,"[-42.579925,147.908336]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.131419,145.26628,"[-38.131419,145.26628]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.12813,145.269482,"[-38.12813,145.269482]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Queensland,-27.69736,152.08463,"[-27.69736,152.08463]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Western Australia,-32.1,115.8,"[-32.1,115.8]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
Western Australia,-31.7,115.7,"[-31.7,115.7]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
Queensland,-16.477077,145.242261,"[-16.477077,145.242261]",Perameles pallescens,Northern long-nosed Bandicoot,Least concern
Western Australia,-33.6,115.3,"[-33.6,115.3]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
Tasmania,-42.950802,147.335258,"[-42.950802,147.335258]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
South Australia,-34.959056,138.676932,"[-34.959056,138.676932]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Tasmania,-42.90128,147.294781,"[-42.90128,147.294781]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Queensland,-17.435778,145.859831,"[-17.435778,145.859831]",Perameles pallescens,Northern long-nosed Bandicoot,Least concern
Queensland,-27.697,152.08469,"[-27.697,152.08469]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Queensland,-26.80136,152.973871,"[-26.80136,152.973871]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Queensland,-27.69736,152.08463,"[-27.69736,152.08463]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-37.244194,149.903106,"[-37.244194,149.903106]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Queensland,-28.219261,153.199347,"[-28.219261,153.199347]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.127853,145.26933,"[-38.127853,145.26933]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Queensland,-26.611399,153.026027,"[-26.611399,153.026027]",Perameles nasuta,Long-nosed bandicoot,Not Listed
South Australia,-34.964786,138.694607,"[-34.964786,138.694607]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
New South Wales,-30.356349,153.060658,"[-30.356349,153.060658]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.311346,144.687913,"[-38.311346,144.687913]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.814681,151.289883,"[-33.814681,151.289883]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Australian Capital Territory,-35.464642,148.906354,"[-35.464642,148.906354]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
South Australia,-35.014526,138.651144,"[-35.014526,138.651144]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Queensland,-27.697194,152.086611,"[-27.697194,152.086611]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.130178,145.278842,"[-38.130178,145.278842]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Tasmania,-42.916155,147.357376,"[-42.916155,147.357376]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Tasmania,-42.9256,147.3556,"[-42.9256,147.3556]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
New South Wales,-34.093586,151.001128,"[-34.093586,151.001128]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-28.63818,153.60373,"[-28.63818,153.60373]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.129179,145.269709,"[-38.129179,145.269709]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Tasmania,-42.683538,146.717895,"[-42.683538,146.717895]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Victoria,-38.13387,145.251142,"[-38.13387,145.251142]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Tasmania,-41.482334,147.117567,"[-41.482334,147.117567]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
New South Wales,-28.872755,153.44084,"[-28.872755,153.44084]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Western Australia,-35.1,117.9,"[-35.1,117.9]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
Queensland,-16.312709,145.394667,"[-16.312709,145.394667]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Tasmania,-42.876812,147.331008,"[-42.876812,147.331008]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Queensland,-27.380184,153.037616,"[-27.380184,153.037616]",Perameles nasuta,Long-nosed bandicoot,Endangered
Victoria,-37.538458,149.742099,"[-37.538458,149.742099]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-32.321494,151.745837,"[-32.321494,151.745837]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
South Australia,-35.017938,138.682704,"[-35.017938,138.682704]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Western Australia,-34.8,118,"[-34.8,118]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
Western Australia,-35.1,117.9,"[-35.1,117.9]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
South Australia,-34.96453,138.6947,"[-34.96453,138.6947]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Queensland,-28.204878,153.232605,"[-28.204878,153.232605]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Queensland,-12.457905,141.916442,"[-12.457905,141.916442]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Western Australia,-35,117.9,"[-35,117.9]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
Victoria,-38.322913,144.698112,"[-38.322913,144.698112]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Queensland,-27.704389,152.087111,"[-27.704389,152.087111]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Tasmania,-42.914856,147.293345,"[-42.914856,147.293345]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Victoria,-38.129466,145.269082,"[-38.129466,145.269082]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.180829,145.576855,"[-38.180829,145.576855]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.085265,145.510804,"[-38.085265,145.510804]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.13019,145.270116,"[-38.13019,145.270116]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Tasmania,-42.926996,147.293789,"[-42.926996,147.293789]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Queensland,-17.339898,145.870696,"[-17.339898,145.870696]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Tasmania,-41.167441,147.841442,"[-41.167441,147.841442]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.343086,144.723887,"[-38.343086,144.723887]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Queensland,-17.285717,145.635782,"[-17.285717,145.635782]",Perameles pallescens,Northern long-nosed Bandicoot,Least concern
New South Wales,-28.820771,153.322555,"[-28.820771,153.322555]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.127138,145.268565,"[-38.127138,145.268565]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.136853,145.285417,"[-38.136853,145.285417]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Tasmania,-42.950802,147.335258,"[-42.950802,147.335258]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Victoria,-38.645553,143.06417,"[-38.645553,143.06417]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.127657,145.272278,"[-38.127657,145.272278]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.969788,146.10921,"[-37.969788,146.10921]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-28.257909,153.40177,"[-28.257909,153.40177]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
South Australia,-35.016489,138.662738,"[-35.016489,138.662738]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.130202,145.26917,"[-38.130202,145.26917]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Queensland,-27.304951,152.717331,"[-27.304951,152.717331]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-30.588001,152.948235,"[-30.588001,152.948235]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Tasmania,-42.950802,147.335258,"[-42.950802,147.335258]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
New South Wales,-33.776338,151.20418,"[-33.776338,151.20418]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Western Australia,-35,117.9,"[-35,117.9]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
New South Wales,-33.076701,151.095315,"[-33.076701,151.095315]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-33.78772,151.148789,"[-33.78772,151.148789]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.128364,145.266312,"[-38.128364,145.266312]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Australian Capital Territory,-35.464652,148.906287,"[-35.464652,148.906287]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Tasmania,-42.879052,147.333641,"[-42.879052,147.333641]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Tasmania,-42.950802,147.335258,"[-42.950802,147.335258]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Queensland,-27.496005,152.246676,"[-27.496005,152.246676]",Perameles nasuta,Long-nosed bandicoot,Not Listed
South Australia,-35.056863,138.670314,"[-35.056863,138.670314]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Queensland,-27.702056,152.094528,"[-27.702056,152.094528]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.136765,145.283154,"[-38.136765,145.283154]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.132556,145.25018,"[-38.132556,145.25018]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Tasmania,-41.15856,147.83066,"[-41.15856,147.83066]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
New South Wales,-28.882228,153.442789,"[-28.882228,153.442789]",Perameles nasuta,Long-nosed bandicoot,Not Listed
New South Wales,-35.760812,150.194079,"[-35.760812,150.194079]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Tasmania,-43.119728,147.242857,"[-43.119728,147.242857]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.877145,145.368118,"[-37.877145,145.368118]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Tasmania,-42.950802,147.335258,"[-42.950802,147.335258]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Queensland,-28.194212,153.272436,"[-28.194212,153.272436]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Tasmania,-43.030868,147.276691,"[-43.030868,147.276691]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Victoria,-38.132358,145.250564,"[-38.132358,145.250564]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
New South Wales,-30.431128,152.909562,"[-30.431128,152.909562]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Victoria,-38.131148,145.267437,"[-38.131148,145.267437]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Tasmania,-41.448838,147.076494,"[-41.448838,147.076494]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Queensland,-27.569733,152.102797,"[-27.569733,152.102797]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Victoria,-38.128607,145.268535,"[-38.128607,145.268535]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.753418,145.728888,"[-37.753418,145.728888]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.128504,145.272167,"[-38.128504,145.272167]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Queensland,-27.494264,152.941739,"[-27.494264,152.941739]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.171708,145.509353,"[-38.171708,145.509353]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Australian Capital Territory,-35.465005,148.90544,"[-35.465005,148.90544]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Northern Territory,-12.446381,130.879844,"[-12.446381,130.879844]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Queensland,-27.492758,152.2457,"[-27.492758,152.2457]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Tasmania,-42.950802,147.335258,"[-42.950802,147.335258]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.200962,145.570433,"[-38.200962,145.570433]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Queensland,-27.697194,152.086611,"[-27.697194,152.086611]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
New South Wales,-33.803208,151.290132,"[-33.803208,151.290132]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Queensland,-16.82528,145.633501,"[-16.82528,145.633501]",Perameles pallescens,Northern long-nosed Bandicoot,Least concern
Queensland,-27.518575,152.808222,"[-27.518575,152.808222]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Queensland,-27.299627,152.666318,"[-27.299627,152.666318]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Tasmania,-43.013798,147.48155,"[-43.013798,147.48155]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Tasmania,-42.950802,147.335258,"[-42.950802,147.335258]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
New South Wales,-33.076745,151.095345,"[-33.076745,151.095345]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.13314,145.249252,"[-38.13314,145.249252]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Western Australia,-34.9,116.8,"[-34.9,116.8]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
Queensland,-12.71,143.2925,"[-12.71,143.2925]",Perameles pallescens,Northern long-nosed Bandicoot,Least concern
Queensland,-20.71434,148.599295,"[-20.71434,148.599295]",Isoodon macrourus,Northern Brown Bandicoot,Least concern
Tasmania,-42.950802,147.335258,"[-42.950802,147.335258]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Victoria,-38.137389,145.255905,"[-38.137389,145.255905]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.218796,145.519727,"[-38.218796,145.519727]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.192995,145.489808,"[-38.192995,145.489808]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
South Australia,-34.965487,138.696116,"[-34.965487,138.696116]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Tasmania,-42.871214,147.33006,"[-42.871214,147.33006]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Western Australia,-32.3,115.6,"[-32.3,115.6]",Isoodon fusciventer,Quenda,"Priority 4: Rare, Near Threatened"
Victoria,-38.197455,145.479203,"[-38.197455,145.479203]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.181192,145.587022,"[-38.181192,145.587022]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Tasmania,-42.950802,147.335258,"[-42.950802,147.335258]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Queensland,-27.495775,152.249519,"[-27.495775,152.249519]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Tasmania,-42.926687,147.286788,"[-42.926687,147.286788]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
South Australia,-35.017935,138.682704,"[-35.017935,138.682704]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.138233,145.268095,"[-38.138233,145.268095]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
