SAL_CODE21,SAL_NAME21,STE_CODE21,STE_NAME21,AUS_CODE21,AUS_NAME21,AREASQKM21,LOCI_URI21,SHAPE_Leng,SHAPE_Area
11590,Garah,1,New South Wales,AUS,Australia,2334.2931,http://linked.data.gov.au/dataset/asgsed3/SAL/11590,3.261587731,0.216149812
11591,Garden Suburb,1,New South Wales,AUS,Australia,1.8984,http://linked.data.gov.au/dataset/asgsed3/SAL/11591,0.064217668,0.000183057
11592,Garema,1,New South Wales,AUS,Australia,302.6724,http://linked.data.gov.au/dataset/asgsed3/SAL/11592,1.108698921,0.029395836
11593,Garland,1,New South Wales,AUS,Australia,85.8636,http://linked.data.gov.au/dataset/asgsed3/SAL/11593,0.545949457,0.008355551
11594,Garland Valley,1,New South Wales,AUS,Australia,96.4142,http://linked.data.gov.au/dataset/asgsed3/SAL/11594,0.616995509,0.009294662
11595,Garoo,1,New South Wales,AUS,Australia,261.137,http://linked.data.gov.au/dataset/asgsed3/SAL/11595,0.829966509,0.024770511
11596,Garra,1,New South Wales,AUS,Australia,60.0748,http://linked.data.gov.au/dataset/asgsed3/SAL/11596,0.42313666,0.005804059
11597,Garthowen,1,New South Wales,AUS,Australia,73.0618,http://linked.data.gov.au/dataset/asgsed3/SAL/11597,0.421652815,0.006890722
11598,Gateshead,1,New South Wales,AUS,Australia,5.4652,http://linked.data.gov.au/dataset/asgsed3/SAL/11598,0.146723591,0.000527281
11599,Gearys Flat,1,New South Wales,AUS,Australia,87.4361,http://linked.data.gov.au/dataset/asgsed3/SAL/11599,0.503493006,0.008272249
11600,Geehi,1,New South Wales,AUS,Australia,366.3806,http://linked.data.gov.au/dataset/asgsed3/SAL/11600,1.133533575,0.036780736
11601,Gelston Park,1,New South Wales,AUS,Australia,30.053,http://linked.data.gov.au/dataset/asgsed3/SAL/11601,0.318883641,0.002976155
11602,Gemalla,1,New South Wales,AUS,Australia,24.723,http://linked.data.gov.au/dataset/asgsed3/SAL/11602,0.355520621,0.00239884
11603,Geneva,1,New South Wales,AUS,Australia,13.9791,http://linked.data.gov.au/dataset/asgsed3/SAL/11603,0.311936953,0.001289768
11604,Georges Creek (NSW),1,New South Wales,AUS,Australia,161.6592,http://linked.data.gov.au/dataset/asgsed3/SAL/11604,0.817437194,0.015136043
11605,Georges Hall,1,New South Wales,AUS,Australia,3.2933,http://linked.data.gov.au/dataset/asgsed3/SAL/11605,0.107909034,0.000321009
11606,Georges Plains,1,New South Wales,AUS,Australia,43.8505,http://linked.data.gov.au/dataset/asgsed3/SAL/11606,0.37020757,0.004256008
11607,Georgetown (NSW),1,New South Wales,AUS,Australia,0.5481,http://linked.data.gov.au/dataset/asgsed3/SAL/11607,0.03351225,5.28266E-05
11608,Georgica,1,New South Wales,AUS,Australia,28.279,http://linked.data.gov.au/dataset/asgsed3/SAL/11608,0.290039406,0.00260974
11609,Gerogery,1,New South Wales,AUS,Australia,168.9557,http://linked.data.gov.au/dataset/asgsed3/SAL/11609,0.691047704,0.016854992
11610,Gerringong,1,New South Wales,AUS,Australia,10.8565,http://linked.data.gov.au/dataset/asgsed3/SAL/11610,0.242488136,0.001068679
11611,Gerroa,1,New South Wales,AUS,Australia,8.9999,http://linked.data.gov.au/dataset/asgsed3/SAL/11611,0.213683445,0.000886216
11612,Geurie,1,New South Wales,AUS,Australia,190.4156,http://linked.data.gov.au/dataset/asgsed3/SAL/11612,0.913245948,0.018246401
11613,Ghinni Ghi,1,New South Wales,AUS,Australia,62.6575,http://linked.data.gov.au/dataset/asgsed3/SAL/11613,0.451830992,0.005781099
11614,Ghinni Ghinni,1,New South Wales,AUS,Australia,6.9145,http://linked.data.gov.au/dataset/asgsed3/SAL/11614,0.135415462,0.000659091
11615,Ghoolendaadi,1,New South Wales,AUS,Australia,201.4351,http://linked.data.gov.au/dataset/asgsed3/SAL/11615,0.946117649,0.019014419
11616,Giants Creek,1,New South Wales,AUS,Australia,147.6389,http://linked.data.gov.au/dataset/asgsed3/SAL/11616,0.80336678,0.014124395
11617,Gibberagee,1,New South Wales,AUS,Australia,155.3789,http://linked.data.gov.au/dataset/asgsed3/SAL/11617,0.898575389,0.014425814
11618,Gibraltar Range,1,New South Wales,AUS,Australia,520.883,http://linked.data.gov.au/dataset/asgsed3/SAL/11618,1.411177344,0.048483819
11619,Gidginbung,1,New South Wales,AUS,Australia,136.9069,http://linked.data.gov.au/dataset/asgsed3/SAL/11619,0.694689194,0.013407948
11620,Gidley,1,New South Wales,AUS,Australia,20.9032,http://linked.data.gov.au/dataset/asgsed3/SAL/11620,0.200154951,0.001974069
11621,Gilead,1,New South Wales,AUS,Australia,28.0354,http://linked.data.gov.au/dataset/asgsed3/SAL/11621,0.304569119,0.002740177
11622,Gilgai,1,New South Wales,AUS,Australia,86.1684,http://linked.data.gov.au/dataset/asgsed3/SAL/11622,0.543448466,0.008047021
11623,Gilgandra,1,New South Wales,AUS,Australia,648.1338,http://linked.data.gov.au/dataset/asgsed3/SAL/11623,1.435972608,0.061668825
11624,Gilgooma,1,New South Wales,AUS,Australia,368.5216,http://linked.data.gov.au/dataset/asgsed3/SAL/11624,1.159905093,0.034698704
11625,Gilgunnia,1,New South Wales,AUS,Australia,361.6422,http://linked.data.gov.au/dataset/asgsed3/SAL/11625,0.910427539,0.034678676
11626,Gillenbah,1,New South Wales,AUS,Australia,293.0282,http://linked.data.gov.au/dataset/asgsed3/SAL/11626,1.220890482,0.028866668
11627,Gilletts Ridge,1,New South Wales,AUS,Australia,6.8827,http://linked.data.gov.au/dataset/asgsed3/SAL/11627,0.111856272,0.000641207
11628,Gillieston Heights,1,New South Wales,AUS,Australia,11.7993,http://linked.data.gov.au/dataset/asgsed3/SAL/11628,0.200092377,0.001135448
11629,Gilmandyke,1,New South Wales,AUS,Australia,54.948,http://linked.data.gov.au/dataset/asgsed3/SAL/11629,0.425597209,0.005348737
11630,Gilmore (NSW),1,New South Wales,AUS,Australia,95.5938,http://linked.data.gov.au/dataset/asgsed3/SAL/11630,0.801199668,0.00948552
11631,Gin Gin (NSW),1,New South Wales,AUS,Australia,567.1764,http://linked.data.gov.au/dataset/asgsed3/SAL/11631,1.635465081,0.054072373
11632,Gineroi,1,New South Wales,AUS,Australia,172.6294,http://linked.data.gov.au/dataset/asgsed3/SAL/11632,0.854583106,0.016098
11633,Ginghi,1,New South Wales,AUS,Australia,53.4167,http://linked.data.gov.au/dataset/asgsed3/SAL/11633,0.446942494,0.005130641
11634,Gingkin,1,New South Wales,AUS,Australia,140.6702,http://linked.data.gov.au/dataset/asgsed3/SAL/11634,0.693091092,0.013709457
11635,Girards Hill,1,New South Wales,AUS,Australia,0.7307,http://linked.data.gov.au/dataset/asgsed3/SAL/11635,0.037039839,6.75607E-05
11636,Girilambone,1,New South Wales,AUS,Australia,1702.9133,http://linked.data.gov.au/dataset/asgsed3/SAL/11636,2.22402997,0.16121874
11637,Giro,1,New South Wales,AUS,Australia,181.8809,http://linked.data.gov.au/dataset/asgsed3/SAL/11637,1.012850718,0.017298909
11638,Girral,1,New South Wales,AUS,Australia,404.9857,http://linked.data.gov.au/dataset/asgsed3/SAL/11638,0.98478683,0.039368398
11639,Girralong,1,New South Wales,AUS,Australia,40.4327,http://linked.data.gov.au/dataset/asgsed3/SAL/11639,0.489874583,0.00380174
11640,Girraween (NSW),1,New South Wales,AUS,Australia,2.3156,http://linked.data.gov.au/dataset/asgsed3/SAL/11640,0.064529716,0.000225469
11641,Girvan,1,New South Wales,AUS,Australia,66.247,http://linked.data.gov.au/dataset/asgsed3/SAL/11641,0.400434189,0.006354875
11642,Gladesville,1,New South Wales,AUS,Australia,3.5065,http://linked.data.gov.au/dataset/asgsed3/SAL/11642,0.11340455,0.000341451
11643,Gladstone (NSW),1,New South Wales,AUS,Australia,6.6211,http://linked.data.gov.au/dataset/asgsed3/SAL/11643,0.11561342,0.000625411
11644,Glanmire (NSW),1,New South Wales,AUS,Australia,46.8439,http://linked.data.gov.au/dataset/asgsed3/SAL/11644,0.394787762,0.004541014
11645,Glebe (NSW),1,New South Wales,AUS,Australia,1.6872,http://linked.data.gov.au/dataset/asgsed3/SAL/11645,0.06575693,0.000164448
11646,Gledswood Hills,1,New South Wales,AUS,Australia,5.8032,http://linked.data.gov.au/dataset/asgsed3/SAL/11646,0.144598072,0.000566407
11647,Glen Alice,1,New South Wales,AUS,Australia,140.1075,http://linked.data.gov.au/dataset/asgsed3/SAL/11647,0.774711548,0.013527653
11648,Glen Allen,1,New South Wales,AUS,Australia,148.9692,http://linked.data.gov.au/dataset/asgsed3/SAL/11648,0.978175979,0.015020053
11649,Glen Alpine,1,New South Wales,AUS,Australia,5.3624,http://linked.data.gov.au/dataset/asgsed3/SAL/11649,0.137733665,0.000523834
11650,Glen Davis,1,New South Wales,AUS,Australia,358.4728,http://linked.data.gov.au/dataset/asgsed3/SAL/11650,1.530178655,0.034644712
11651,Glen Elgin,1,New South Wales,AUS,Australia,310.6699,http://linked.data.gov.au/dataset/asgsed3/SAL/11651,1.027630923,0.028924488
11652,Glen Fergus,1,New South Wales,AUS,Australia,59.4035,http://linked.data.gov.au/dataset/asgsed3/SAL/11652,0.507968949,0.005953707
11653,Glen Innes,1,New South Wales,AUS,Australia,198.2992,http://linked.data.gov.au/dataset/asgsed3/SAL/11653,0.924167413,0.01848966
11654,Glen Martin,1,New South Wales,AUS,Australia,69.237,http://linked.data.gov.au/dataset/asgsed3/SAL/11654,0.380403473,0.006645972
11655,Glen Nevis,1,New South Wales,AUS,Australia,113.0816,http://linked.data.gov.au/dataset/asgsed3/SAL/11655,0.658469619,0.010563858
11656,Glen Oak,1,New South Wales,AUS,Australia,44.5423,http://linked.data.gov.au/dataset/asgsed3/SAL/11656,0.419719738,0.004278952
11657,Glen Ward,1,New South Wales,AUS,Australia,107.658,http://linked.data.gov.au/dataset/asgsed3/SAL/11657,0.525769933,0.010255179
11658,Glen William,1,New South Wales,AUS,Australia,26.1116,http://linked.data.gov.au/dataset/asgsed3/SAL/11658,0.390667072,0.002505843
11659,Glenbawn,1,New South Wales,AUS,Australia,114.1928,http://linked.data.gov.au/dataset/asgsed3/SAL/11659,0.691442354,0.010906899
11660,Glenbrook,1,New South Wales,AUS,Australia,7.0313,http://linked.data.gov.au/dataset/asgsed3/SAL/11660,0.163382946,0.000684305
11661,Glencoe (NSW),1,New South Wales,AUS,Australia,155.5458,http://linked.data.gov.au/dataset/asgsed3/SAL/11661,0.699583451,0.014532549
11662,Glendale (NSW),1,New South Wales,AUS,Australia,3.8622,http://linked.data.gov.au/dataset/asgsed3/SAL/11662,0.109853371,0.000372351
11663,Glendenning,1,New South Wales,AUS,Australia,3.5717,http://linked.data.gov.au/dataset/asgsed3/SAL/11663,0.091591884,0.000347551
11664,Glendon,1,New South Wales,AUS,Australia,10.684,http://linked.data.gov.au/dataset/asgsed3/SAL/11664,0.197806773,0.001026156
11665,Glendon Brook,1,New South Wales,AUS,Australia,161.8553,http://linked.data.gov.au/dataset/asgsed3/SAL/11665,0.890665887,0.015528986
11666,Glenelg (NSW),1,New South Wales,AUS,Australia,146.3679,http://linked.data.gov.au/dataset/asgsed3/SAL/11666,0.703791354,0.01424051
11667,Glenellen,1,New South Wales,AUS,Australia,36.6078,http://linked.data.gov.au/dataset/asgsed3/SAL/11667,0.305967901,0.003653899
11668,Glenfield (NSW),1,New South Wales,AUS,Australia,6.9946,http://linked.data.gov.au/dataset/asgsed3/SAL/11668,0.120644688,0.000682343
11669,Glenfield Park,1,New South Wales,AUS,Australia,3.0583,http://linked.data.gov.au/dataset/asgsed3/SAL/11669,0.073445227,0.000302437
11670,Glengarrie,1,New South Wales,AUS,Australia,6.4661,http://linked.data.gov.au/dataset/asgsed3/SAL/11670,0.152589577,0.000594453
11671,Glenhaven,1,New South Wales,AUS,Australia,7.2139,http://linked.data.gov.au/dataset/asgsed3/SAL/11671,0.180717014,0.000701592
11672,Gleniffer,1,New South Wales,AUS,Australia,63.8411,http://linked.data.gov.au/dataset/asgsed3/SAL/11672,0.489210979,0.005991522
11673,Glenmore (NSW),1,New South Wales,AUS,Australia,6.6956,http://linked.data.gov.au/dataset/asgsed3/SAL/11673,0.110982414,0.000653945
11674,Glenmore Park,1,New South Wales,AUS,Australia,9.7306,http://linked.data.gov.au/dataset/asgsed3/SAL/11674,0.179443797,0.000947308
11675,Glennies Creek,1,New South Wales,AUS,Australia,40.2042,http://linked.data.gov.au/dataset/asgsed3/SAL/11675,0.417672978,0.003855923
11676,Glenning Valley,1,New South Wales,AUS,Australia,5.6557,http://linked.data.gov.au/dataset/asgsed3/SAL/11676,0.125885286,0.00054783
11677,Glenorie,1,New South Wales,AUS,Australia,79.435,http://linked.data.gov.au/dataset/asgsed3/SAL/11677,0.541184238,0.007713682
11678,Glenquarry,1,New South Wales,AUS,Australia,44.9941,http://linked.data.gov.au/dataset/asgsed3/SAL/11678,0.420780143,0.004417904
11679,Glenreagh,1,New South Wales,AUS,Australia,86.2421,http://linked.data.gov.au/dataset/asgsed3/SAL/11679,0.578142421,0.008069731
11680,Glenridding,1,New South Wales,AUS,Australia,9.3442,http://linked.data.gov.au/dataset/asgsed3/SAL/11680,0.140157061,0.000897484
11681,Glenrock (NSW),1,New South Wales,AUS,Australia,304.5158,http://linked.data.gov.au/dataset/asgsed3/SAL/11681,1.078134331,0.028957116
11682,Glenroy (Albury - NSW),1,New South Wales,AUS,Australia,8.0579,http://linked.data.gov.au/dataset/asgsed3/SAL/11682,0.132901246,0.000805945
11683,Glenroy (Snowy Valleys - NSW),1,New South Wales,AUS,Australia,96.9675,http://linked.data.gov.au/dataset/asgsed3/SAL/11683,0.584899523,0.009662239
11684,Glenthorne,1,New South Wales,AUS,Australia,9.1855,http://linked.data.gov.au/dataset/asgsed3/SAL/11684,0.177814671,0.000875969
11685,Glenugie,1,New South Wales,AUS,Australia,106.3535,http://linked.data.gov.au/dataset/asgsed3/SAL/11685,0.624143174,0.00992413
11686,Glenwood (NSW),1,New South Wales,AUS,Australia,5.1186,http://linked.data.gov.au/dataset/asgsed3/SAL/11686,0.106164905,0.000497983
11687,Glenworth Valley,1,New South Wales,AUS,Australia,22.754,http://linked.data.gov.au/dataset/asgsed3/SAL/11687,0.282221069,0.002205453
11688,Glossodia,1,New South Wales,AUS,Australia,15.5359,http://linked.data.gov.au/dataset/asgsed3/SAL/11688,0.237109814,0.001507982
11689,Gloucester,1,New South Wales,AUS,Australia,59.125,http://linked.data.gov.au/dataset/asgsed3/SAL/11689,0.382601098,0.005643821
11690,Gloucester Tops,1,New South Wales,AUS,Australia,78.6972,http://linked.data.gov.au/dataset/asgsed3/SAL/11690,0.4758419,0.007515998
11691,Goat Island,1,New South Wales,AUS,Australia,0.3125,http://linked.data.gov.au/dataset/asgsed3/SAL/11691,0.023958434,2.89304E-05
11692,Gobarralong,1,New South Wales,AUS,Australia,208.6647,http://linked.data.gov.au/dataset/asgsed3/SAL/11692,1.020983954,0.020591777
11693,Gobbagombalin,1,New South Wales,AUS,Australia,43.263,http://linked.data.gov.au/dataset/asgsed3/SAL/11693,0.411107324,0.004275093
11694,Gocup,1,New South Wales,AUS,Australia,62.6407,http://linked.data.gov.au/dataset/asgsed3/SAL/11694,0.498300177,0.006203545
11695,Godfreys Creek,1,New South Wales,AUS,Australia,247.3354,http://linked.data.gov.au/dataset/asgsed3/SAL/11695,1.06970759,0.024185776
11696,Gogeldrie,1,New South Wales,AUS,Australia,103.559,http://linked.data.gov.au/dataset/asgsed3/SAL/11696,0.564277801,0.010175102
11697,Gol Gol,1,New South Wales,AUS,Australia,20.2049,http://linked.data.gov.au/dataset/asgsed3/SAL/11697,0.288000961,0.001975527
11698,Gollan,1,New South Wales,AUS,Australia,249.3004,http://linked.data.gov.au/dataset/asgsed3/SAL/11698,1.042293797,0.023857636
11699,Golspie,1,New South Wales,AUS,Australia,205.2056,http://linked.data.gov.au/dataset/asgsed3/SAL/11699,1.165087466,0.020084423
11700,Gongolgon,1,New South Wales,AUS,Australia,2212.8778,http://linked.data.gov.au/dataset/asgsed3/SAL/11700,3.231597926,0.207830117
11701,Gonn,1,New South Wales,AUS,Australia,186.3985,http://linked.data.gov.au/dataset/asgsed3/SAL/11701,1.091753987,0.018511247
11702,Gooandra,1,New South Wales,AUS,Australia,283.8119,http://linked.data.gov.au/dataset/asgsed3/SAL/11702,1.186110213,0.028308528
11703,Goobarragandra,1,New South Wales,AUS,Australia,505.086,http://linked.data.gov.au/dataset/asgsed3/SAL/11703,1.438086184,0.050140058
11704,Good Forest,1,New South Wales,AUS,Australia,22.142,http://linked.data.gov.au/dataset/asgsed3/SAL/11704,0.242718896,0.002150682
11705,Good Hope,1,New South Wales,AUS,Australia,142.2925,http://linked.data.gov.au/dataset/asgsed3/SAL/11705,1.070696069,0.01403362
11706,Goodmans Ford,1,New South Wales,AUS,Australia,4.5896,http://linked.data.gov.au/dataset/asgsed3/SAL/11706,0.097087574,0.000449582
11707,Goodnight,1,New South Wales,AUS,Australia,93.0837,http://linked.data.gov.au/dataset/asgsed3/SAL/11707,0.685504138,0.009182486
11708,Goodooga,1,New South Wales,AUS,Australia,3487.8165,http://linked.data.gov.au/dataset/asgsed3/SAL/11708,3.248666711,0.323720007
11709,Goodwood Island,1,New South Wales,AUS,Australia,10.048,http://linked.data.gov.au/dataset/asgsed3/SAL/11709,0.209988975,0.000933785
11710,Googong,1,New South Wales,AUS,Australia,71.8991,http://linked.data.gov.au/dataset/asgsed3/SAL/11710,0.574839934,0.007137647
11711,Goolgowi,1,New South Wales,AUS,Australia,864.7978,http://linked.data.gov.au/dataset/asgsed3/SAL/11711,1.580633014,0.084339581
11712,Goolhi,1,New South Wales,AUS,Australia,453.8168,http://linked.data.gov.au/dataset/asgsed3/SAL/11712,1.167515873,0.042865333
11713,Goolma,1,New South Wales,AUS,Australia,244.4615,http://linked.data.gov.au/dataset/asgsed3/SAL/11713,1.24631719,0.023414697
11714,Goolmangar,1,New South Wales,AUS,Australia,13.1611,http://linked.data.gov.au/dataset/asgsed3/SAL/11714,0.34998995,0.001215529
11715,Gooloogong,1,New South Wales,AUS,Australia,289.854,http://linked.data.gov.au/dataset/asgsed3/SAL/11715,1.347858308,0.028176175
11716,Goombargana,1,New South Wales,AUS,Australia,121.4854,http://linked.data.gov.au/dataset/asgsed3/SAL/11716,0.553792033,0.012104247
11717,Goonellabah,1,New South Wales,AUS,Australia,23.1063,http://linked.data.gov.au/dataset/asgsed3/SAL/11717,0.345371073,0.002135948
11718,Goonengerry,1,New South Wales,AUS,Australia,27.7082,http://linked.data.gov.au/dataset/asgsed3/SAL/11718,0.378432679,0.002556118
11719,Goonoo Forest,1,New South Wales,AUS,Australia,508.9097,http://linked.data.gov.au/dataset/asgsed3/SAL/11719,1.449779728,0.048576652
11720,Goonoo Goonoo,1,New South Wales,AUS,Australia,33.8491,http://linked.data.gov.au/dataset/asgsed3/SAL/11720,0.300493407,0.003206441
11721,Goonumbla,1,New South Wales,AUS,Australia,330.8259,http://linked.data.gov.au/dataset/asgsed3/SAL/11721,1.108447952,0.031897454
11722,Goorangoola,1,New South Wales,AUS,Australia,83.8937,http://linked.data.gov.au/dataset/asgsed3/SAL/11722,0.544409534,0.008031393
11723,Goorianawa,1,New South Wales,AUS,Australia,210.4388,http://linked.data.gov.au/dataset/asgsed3/SAL/11723,0.654951359,0.019904356
11724,Gordon (NSW),1,New South Wales,AUS,Australia,3.7885,http://linked.data.gov.au/dataset/asgsed3/SAL/11724,0.124914895,0.000368644
11725,Gorge Creek,1,New South Wales,AUS,Australia,50.4383,http://linked.data.gov.au/dataset/asgsed3/SAL/11725,0.405166212,0.00465862
11726,Gormans Hill,1,New South Wales,AUS,Australia,16.4911,http://linked.data.gov.au/dataset/asgsed3/SAL/11726,0.294558739,0.001599597
11727,Gorokan,1,New South Wales,AUS,Australia,3.0867,http://linked.data.gov.au/dataset/asgsed3/SAL/11727,0.09467957,0.000298676
11728,Gosford,1,New South Wales,AUS,Australia,2.9512,http://linked.data.gov.au/dataset/asgsed3/SAL/11728,0.121225367,0.000286094
11729,Gosforth,1,New South Wales,AUS,Australia,6.6646,http://linked.data.gov.au/dataset/asgsed3/SAL/11729,0.116056007,0.00064056
11730,Gostwyck,1,New South Wales,AUS,Australia,83.8667,http://linked.data.gov.au/dataset/asgsed3/SAL/11730,0.50933182,0.00789629
11731,Goulburn,1,New South Wales,AUS,Australia,55.5759,http://linked.data.gov.au/dataset/asgsed3/SAL/11731,0.406237521,0.005471192
11732,Gouldsville,1,New South Wales,AUS,Australia,5.3327,http://linked.data.gov.au/dataset/asgsed3/SAL/11732,0.124592037,0.00051214
11733,Gowan,1,New South Wales,AUS,Australia,134.2958,http://linked.data.gov.au/dataset/asgsed3/SAL/11733,0.607637744,0.012979678
11734,Gowang,1,New South Wales,AUS,Australia,212.306,http://linked.data.gov.au/dataset/asgsed3/SAL/11734,0.834241768,0.02013932
11735,Gowrie (Singleton - NSW),1,New South Wales,AUS,Australia,4.6034,http://linked.data.gov.au/dataset/asgsed3/SAL/11735,0.105195336,0.000442018
11736,Gowrie (Tamworth Regional - NSW),1,New South Wales,AUS,Australia,126.9092,http://linked.data.gov.au/dataset/asgsed3/SAL/11736,0.750693043,0.01202842
11737,Grabben Gullen,1,New South Wales,AUS,Australia,84.529,http://linked.data.gov.au/dataset/asgsed3/SAL/11737,0.598122168,0.008299979
11738,Gradys Creek,1,New South Wales,AUS,Australia,71.0475,http://linked.data.gov.au/dataset/asgsed3/SAL/11738,0.537626145,0.006542004
11739,Grafton,1,New South Wales,AUS,Australia,12.6703,http://linked.data.gov.au/dataset/asgsed3/SAL/11739,0.204136642,0.001180921
11740,Gragin,1,New South Wales,AUS,Australia,27.9212,http://linked.data.gov.au/dataset/asgsed3/SAL/11740,0.341063627,0.002599026
11741,Grahamstown,1,New South Wales,AUS,Australia,33.844,http://linked.data.gov.au/dataset/asgsed3/SAL/11741,0.363595467,0.003352025
11742,Graman,1,New South Wales,AUS,Australia,308.6123,http://linked.data.gov.au/dataset/asgsed3/SAL/11742,1.133388469,0.028695708
11743,Grantham Farm,1,New South Wales,AUS,Australia,3.6184,http://linked.data.gov.au/dataset/asgsed3/SAL/11743,0.086644217,0.000351779
11744,Grants Beach,1,New South Wales,AUS,Australia,6.0258,http://linked.data.gov.au/dataset/asgsed3/SAL/11744,0.110088055,0.00057276
11745,Granville (NSW),1,New South Wales,AUS,Australia,3.3556,http://linked.data.gov.au/dataset/asgsed3/SAL/11745,0.116444759,0.000326867
11746,Grasmere,1,New South Wales,AUS,Australia,5.4384,http://linked.data.gov.au/dataset/asgsed3/SAL/11746,0.118541116,0.000531055
11747,Grassy Head,1,New South Wales,AUS,Australia,7.6748,http://linked.data.gov.au/dataset/asgsed3/SAL/11747,0.143582137,0.000723219
11748,Grattai,1,New South Wales,AUS,Australia,175.3678,http://linked.data.gov.au/dataset/asgsed3/SAL/11748,0.723094869,0.016858255
11749,Gravesend,1,New South Wales,AUS,Australia,652.7933,http://linked.data.gov.au/dataset/asgsed3/SAL/11749,1.623163028,0.060812708
11750,Grays Point,1,New South Wales,AUS,Australia,1.3057,http://linked.data.gov.au/dataset/asgsed3/SAL/11750,0.095760724,0.000127523
11751,Great Mackerel Beach,1,New South Wales,AUS,Australia,0.1217,http://linked.data.gov.au/dataset/asgsed3/SAL/11751,0.023592195,1.18258E-05
11752,Great Marlow,1,New South Wales,AUS,Australia,10.1504,http://linked.data.gov.au/dataset/asgsed3/SAL/11752,0.188455251,0.000945796
11753,Green Cape,1,New South Wales,AUS,Australia,53.0708,http://linked.data.gov.au/dataset/asgsed3/SAL/11753,0.519753446,0.005387192
11754,Green Creek,1,New South Wales,AUS,Australia,62.8777,http://linked.data.gov.au/dataset/asgsed3/SAL/11754,0.468760525,0.005987358
11755,Green Forest,1,New South Wales,AUS,Australia,12.4709,http://linked.data.gov.au/dataset/asgsed3/SAL/11755,0.224068063,0.001154414
11756,Green Gully (NSW),1,New South Wales,AUS,Australia,24.3433,http://linked.data.gov.au/dataset/asgsed3/SAL/11756,0.292941098,0.002343347
11757,Green Hills (Armidale Regional - NSW),1,New South Wales,AUS,Australia,45.5463,http://linked.data.gov.au/dataset/asgsed3/SAL/11757,0.36757858,0.004269674
11758,Green Hills (Snowy Valleys - NSW),1,New South Wales,AUS,Australia,219.6838,http://linked.data.gov.au/dataset/asgsed3/SAL/11758,1.22857678,0.021835856
11759,Green Pigeon,1,New South Wales,AUS,Australia,40.0826,http://linked.data.gov.au/dataset/asgsed3/SAL/11759,0.37565658,0.003693641
11760,Green Point (Central Coast - NSW),1,New South Wales,AUS,Australia,8.5435,http://linked.data.gov.au/dataset/asgsed3/SAL/11760,0.173240497,0.000828519
11761,Green Point (Mid-Coast - NSW),1,New South Wales,AUS,Australia,0.9858,http://linked.data.gov.au/dataset/asgsed3/SAL/11761,0.053978976,9.43368E-05
11762,Green Valley (NSW),1,New South Wales,AUS,Australia,3.2145,http://linked.data.gov.au/dataset/asgsed3/SAL/11762,0.086019904,0.000313334
11763,Greenacre,1,New South Wales,AUS,Australia,7.4435,http://linked.data.gov.au/dataset/asgsed3/SAL/11763,0.151692449,0.000725603
11764,Greendale (Bega Valley - NSW),1,New South Wales,AUS,Australia,36.1107,http://linked.data.gov.au/dataset/asgsed3/SAL/11764,0.30633408,0.00363613
11765,Greendale (Liverpool - NSW),1,New South Wales,AUS,Australia,33.9317,http://linked.data.gov.au/dataset/asgsed3/SAL/11765,0.334851106,0.003308444
11766,Greenethorpe,1,New South Wales,AUS,Australia,163.0067,http://linked.data.gov.au/dataset/asgsed3/SAL/11766,0.632208032,0.015912305
11767,Greenfield Park,1,New South Wales,AUS,Australia,1.5028,http://linked.data.gov.au/dataset/asgsed3/SAL/11767,0.05155828,0.000146458
11768,Greengrove,1,New South Wales,AUS,Australia,5.6692,http://linked.data.gov.au/dataset/asgsed3/SAL/11768,0.132564483,0.000549317
11769,Greenhill (NSW),1,New South Wales,AUS,Australia,7.7092,http://linked.data.gov.au/dataset/asgsed3/SAL/11769,0.15738462,0.000728441
11770,Greenhills Beach,1,New South Wales,AUS,Australia,0.3931,http://linked.data.gov.au/dataset/asgsed3/SAL/11770,0.032928889,3.83657E-05
11771,Greenlands (Singleton - NSW),1,New South Wales,AUS,Australia,64.4848,http://linked.data.gov.au/dataset/asgsed3/SAL/11771,0.449582036,0.006178285
11772,Greenlands (Snowy Monaro Regional - NSW),1,New South Wales,AUS,Australia,61.3924,http://linked.data.gov.au/dataset/asgsed3/SAL/11772,0.472026687,0.00617659
11773,Greenleigh,1,New South Wales,AUS,Australia,6.5225,http://linked.data.gov.au/dataset/asgsed3/SAL/11773,0.147133659,0.000646895
11774,Greenridge,1,New South Wales,AUS,Australia,24.835,http://linked.data.gov.au/dataset/asgsed3/SAL/11774,0.308818614,0.002297418
11775,Greenwell Point,1,New South Wales,AUS,Australia,2.667,http://linked.data.gov.au/dataset/asgsed3/SAL/11775,0.077271943,0.00026307
11776,Greenwich,1,New South Wales,AUS,Australia,1.6623,http://linked.data.gov.au/dataset/asgsed3/SAL/11776,0.084699902,0.000161858
11777,Greenwich Park,1,New South Wales,AUS,Australia,88.9074,http://linked.data.gov.au/dataset/asgsed3/SAL/11777,0.617292836,0.008737057
11778,Greg Greg,1,New South Wales,AUS,Australia,77.5853,http://linked.data.gov.au/dataset/asgsed3/SAL/11778,0.694023497,0.007761161
11779,Gregadoo,1,New South Wales,AUS,Australia,118.3989,http://linked.data.gov.au/dataset/asgsed3/SAL/11779,0.710401473,0.011724502
11780,Gregory Hills,1,New South Wales,AUS,Australia,4.6567,http://linked.data.gov.au/dataset/asgsed3/SAL/11780,0.137628104,0.000454568
